0, 1, -0
-0, 0.9796, -0.201
-0.0392, 0.9796, -0.1971
0, 1, -0
-0.0392, 0.9796, -0.1971
-0.0769, 0.9796, -0.1857
0, 1, -0
-0.0769, 0.9796, -0.1857
-0.1117, 0.9796, -0.1671
0, 1, -0
-0.1117, 0.9796, -0.1671
-0.1421, 0.9796, -0.1421
0, 1, -0
-0.1421, 0.9796, -0.1421
-0.1671, 0.9796, -0.1117
0, 1, -0
-0.1671, 0.9796, -0.1117
-0.1857, 0.9796, -0.0769
0, 1, -0
-0.1857, 0.9796, -0.0769
-0.1971, 0.9796, -0.0392
0, 1, -0
-0.1971, 0.9796, -0.0392
-0.201, 0.9796, 0
0, 1, -0
-0.201, 0.9796, 0
-0.1971, 0.9796, 0.0392
0, 1, -0
-0.1971, 0.9796, 0.0392
-0.1857, 0.9796, 0.0769
0, 1, -0
-0.1857, 0.9796, 0.0769
-0.1671, 0.9796, 0.1117
0, 1, -0
-0.1671, 0.9796, 0.1117
-0.1421, 0.9796, 0.1421
0, 1, -0
-0.1421, 0.9796, 0.1421
-0.1117, 0.9796, 0.1671
0, 1, -0
-0.1117, 0.9796, 0.1671
-0.0769, 0.9796, 0.1857
0, 1, -0
-0.0769, 0.9796, 0.1857
-0.0392, 0.9796, 0.1971
0, 1, -0
-0.0392, 0.9796, 0.1971
0, 0.9796, 0.201
0, 1, -0
0, 0.9796, 0.201
0.0392, 0.9796, 0.1971
0, 1, -0
0.0392, 0.9796, 0.1971
0.0769, 0.9796, 0.1857
0, 1, -0
0.0769, 0.9796, 0.1857
0.1117, 0.9796, 0.1671
0, 1, -0
0.1117, 0.9796, 0.1671
0.1421, 0.9796, 0.1421
0, 1, -0
0.1421, 0.9796, 0.1421
0.1671, 0.9796, 0.1117
0, 1, -0
0.1671, 0.9796, 0.1117
0.1857, 0.9796, 0.0769
0, 1, -0
0.1857, 0.9796, 0.0769
0.1971, 0.9796, 0.0392
0, 1, -0
0.1971, 0.9796, 0.0392
0.201, 0.9796, -0
0, 1, -0
0.201, 0.9796, -0
0.1971, 0.9796, -0.0392
0, 1, -0
0.1971, 0.9796, -0.0392
0.1857, 0.9796, -0.0769
0, 1, -0
0.1857, 0.9796, -0.0769
0.1671, 0.9796, -0.1117
0, 1, -0
0.1671, 0.9796, -0.1117
0.1421, 0.9796, -0.1421
0, 1, -0
0.1421, 0.9796, -0.1421
0.1117, 0.9796, -0.1671
0, 1, -0
0.1117, 0.9796, -0.1671
0.0769, 0.9796, -0.1857
0, 1, -0
0.0769, 0.9796, -0.1857
0.0392, 0.9796, -0.1971
0, 1, -0
0.0392, 0.9796, -0.1971
-0, 0.9796, -0.201
-0, 0.9796, -0.201
-0, 0.9217, -0.3879
-0.0757, 0.9217, -0.3804
-0, 0.9796, -0.201
-0.0757, 0.9217, -0.3804
-0.0392, 0.9796, -0.1971
-0.0392, 0.9796, -0.1971
-0.0757, 0.9217, -0.3804
-0.1484, 0.9217, -0.3584
-0.0392, 0.9796, -0.1971
-0.1484, 0.9217, -0.3584
-0.0769, 0.9796, -0.1857
-0.0769, 0.9796, -0.1857
-0.1484, 0.9217, -0.3584
-0.2155, 0.9217, -0.3225
-0.0769, 0.9796, -0.1857
-0.2155, 0.9217, -0.3225
-0.1117, 0.9796, -0.1671
-0.1117, 0.9796, -0.1671
-0.2155, 0.9217, -0.3225
-0.2743, 0.9217, -0.2743
-0.1117, 0.9796, -0.1671
-0.2743, 0.9217, -0.2743
-0.1421, 0.9796, -0.1421
-0.1421, 0.9796, -0.1421
-0.2743, 0.9217, -0.2743
-0.3225, 0.9217, -0.2155
-0.1421, 0.9796, -0.1421
-0.3225, 0.9217, -0.2155
-0.1671, 0.9796, -0.1117
-0.1671, 0.9796, -0.1117
-0.3225, 0.9217, -0.2155
-0.3584, 0.9217, -0.1484
-0.1671, 0.9796, -0.1117
-0.3584, 0.9217, -0.1484
-0.1857, 0.9796, -0.0769
-0.1857, 0.9796, -0.0769
-0.3584, 0.9217, -0.1484
-0.3804, 0.9217, -0.0757
-0.1857, 0.9796, -0.0769
-0.3804, 0.9217, -0.0757
-0.1971, 0.9796, -0.0392
-0.1971, 0.9796, -0.0392
-0.3804, 0.9217, -0.0757
-0.3879, 0.9217, 0
-0.1971, 0.9796, -0.0392
-0.3879, 0.9217, 0
-0.201, 0.9796, 0
-0.201, 0.9796, 0
-0.3879, 0.9217, 0
-0.3804, 0.9217, 0.0757
-0.201, 0.9796, 0
-0.3804, 0.9217, 0.0757
-0.1971, 0.9796, 0.0392
-0.1971, 0.9796, 0.0392
-0.3804, 0.9217, 0.0757
-0.3584, 0.9217, 0.1484
-0.1971, 0.9796, 0.0392
-0.3584, 0.9217, 0.1484
-0.1857, 0.9796, 0.0769
-0.1857, 0.9796, 0.0769
-0.3584, 0.9217, 0.1484
-0.3225, 0.9217, 0.2155
-0.1857, 0.9796, 0.0769
-0.3225, 0.9217, 0.2155
-0.1671, 0.9796, 0.1117
-0.1671, 0.9796, 0.1117
-0.3225, 0.9217, 0.2155
-0.2743, 0.9217, 0.2743
-0.1671, 0.9796, 0.1117
-0.2743, 0.9217, 0.2743
-0.1421, 0.9796, 0.1421
-0.1421, 0.9796, 0.1421
-0.2743, 0.9217, 0.2743
-0.2155, 0.9217, 0.3225
-0.1421, 0.9796, 0.1421
-0.2155, 0.9217, 0.3225
-0.1117, 0.9796, 0.1671
-0.1117, 0.9796, 0.1671
-0.2155, 0.9217, 0.3225
-0.1484, 0.9217, 0.3584
-0.1117, 0.9796, 0.1671
-0.1484, 0.9217, 0.3584
-0.0769, 0.9796, 0.1857
-0.0769, 0.9796, 0.1857
-0.1484, 0.9217, 0.3584
-0.0757, 0.9217, 0.3804
-0.0769, 0.9796, 0.1857
-0.0757, 0.9217, 0.3804
-0.0392, 0.9796, 0.1971
-0.0392, 0.9796, 0.1971
-0.0757, 0.9217, 0.3804
0, 0.9217, 0.3879
-0.0392, 0.9796, 0.1971
0, 0.9217, 0.3879
0, 0.9796, 0.201
0, 0.9796, 0.201
0, 0.9217, 0.3879
0.0757, 0.9217, 0.3804
0, 0.9796, 0.201
0.0757, 0.9217, 0.3804
0.0392, 0.9796, 0.1971
0.0392, 0.9796, 0.1971
0.0757, 0.9217, 0.3804
0.1484, 0.9217, 0.3584
0.0392, 0.9796, 0.1971
0.1484, 0.9217, 0.3584
0.0769, 0.9796, 0.1857
0.0769, 0.9796, 0.1857
0.1484, 0.9217, 0.3584
0.2155, 0.9217, 0.3225
0.0769, 0.9796, 0.1857
0.2155, 0.9217, 0.3225
0.1117, 0.9796, 0.1671
0.1117, 0.9796, 0.1671
0.2155, 0.9217, 0.3225
0.2743, 0.9217, 0.2743
0.1117, 0.9796, 0.1671
0.2743, 0.9217, 0.2743
0.1421, 0.9796, 0.1421
0.1421, 0.9796, 0.1421
0.2743, 0.9217, 0.2743
0.3225, 0.9217, 0.2155
0.1421, 0.9796, 0.1421
0.3225, 0.9217, 0.2155
0.1671, 0.9796, 0.1117
0.1671, 0.9796, 0.1117
0.3225, 0.9217, 0.2155
0.3584, 0.9217, 0.1484
0.1671, 0.9796, 0.1117
0.3584, 0.9217, 0.1484
0.1857, 0.9796, 0.0769
0.1857, 0.9796, 0.0769
0.3584, 0.9217, 0.1484
0.3804, 0.9217, 0.0757
0.1857, 0.9796, 0.0769
0.3804, 0.9217, 0.0757
0.1971, 0.9796, 0.0392
0.1971, 0.9796, 0.0392
0.3804, 0.9217, 0.0757
0.3879, 0.9217, -0
0.1971, 0.9796, 0.0392
0.3879, 0.9217, -0
0.201, 0.9796, -0
0.201, 0.9796, -0
0.3879, 0.9217, -0
0.3804, 0.9217, -0.0757
0.201, 0.9796, -0
0.3804, 0.9217, -0.0757
0.1971, 0.9796, -0.0392
0.1971, 0.9796, -0.0392
0.3804, 0.9217, -0.0757
0.3584, 0.9217, -0.1484
0.1971, 0.9796, -0.0392
0.3584, 0.9217, -0.1484
0.1857, 0.9796, -0.0769
0.1857, 0.9796, -0.0769
0.3584, 0.9217, -0.1484
0.3225, 0.9217, -0.2155
0.1857, 0.9796, -0.0769
0.3225, 0.9217, -0.2155
0.1671, 0.9796, -0.1117
0.1671, 0.9796, -0.1117
0.3225, 0.9217, -0.2155
0.2743, 0.9217, -0.2743
0.1671, 0.9796, -0.1117
